OBJECTID,Name,Baujahr,Gesamtleistung (MW),Anzahl,Typ (WKA),Ort,Landkreis,Breitengrad,Längengrad,Projektierer / Betreiber,Bemerkungen,,,,,,,
4049,Windpark Alte Schanze,,,,Wind World W4800/750 (2×),,,50.5544,9.1347,,,,,,,,,
4050,Windpark Alte Schanze,,,,NEG Micon NM 60/1000 (3×),,,50.5544,9.1347,,,,,,,,,
4051,Windpark Altenstädt-Istha,1996,29.4,21,AN Bonus 600/44 (4×),Altenstädt,KS,51.2828,9.2175,"Enercon, Diverse",,,,,,,,
4052,Windpark Altenstädt-Istha,1997,,,Enercon E-53 (7×),Balhorn,,51.2828,9.2175,,,,,,,,,
4053,Windpark Altenstädt-Istha,2007,,,Enercon E-70 (6×),Istha,,51.2828,9.2175,,,,,,,,,
4054,Windpark Altenstädt-Istha,2015,,,Enercon E-92 (4×),,,51.2828,9.2175,,,,,,,,,
4055,Windpark Amöneburg-Roßdorf,2016,18,7,GE Wind Energy 2.5-120 (5×),Roßdorf,MR,50.7364,8.9053,juwi,Erweiterung geplant (1× GE Wind Energy 5.3-158),,,,,,,
4056,Windpark Amöneburg-Roßdorf,2017,,,GE Wind Energy 2.75-120 (2×),,,50.7364,8.9053,,,,,,,,,
4057,Windpark Arborn-Mengerskirchen (incl. Windpark Knoten),2013,19.4,7,Enercon E-101 (4×),Arborn,LDK,50.5956,8.1567,"HH Gruppe, Windpark Mengerskirchen GmbH, Süwag",,,,,,,,
4058,Windpark Arborn-Mengerskirchen (incl. Windpark Knoten),2014,,,Nordex N117/2400 (3×),Mengerskirchen,LM,50.5956,8.1567,,,,,,,,,
4059,Windpark Arborn-Mengerskirchen (incl. Windpark Knoten),2015,,,,Münchhausen,,50.5956,8.1567,,,,,,,,,
4060,Windpark Arnshain,2000,2.6,3,Enercon E-40/6.44 (1×),Arnshain,VB,50.7986,9.1486,,,,,,,,,
4061,Windpark Arnshain,,,,Enercon E-58 (2×),,,50.7986,9.1486,,,,,,,,,
4062,Windpark Aßlar,2017,16.5,6,GE Wind Energy 2.75-120 (6×),Aßlar,LDK,50.6292,8475,CEE Group,,,,,,,,
4063,Windpark Atzenhain,1994,9.6,8,Enercon E-40/5.40 (2×),Atzenhain,VB,50.6394,9.0003,"L. Valentin, HessenEnergie, ovag",errichtet an der A 5,,,,,,,
4064,Windpark Atzenhain,1999,,,Enercon E-40/6.44 (3×),Nieder-Ohmen,,50.6394,9.0003,,,,,,,,,
4065,Windpark Atzenhain,2000,,,Enercon E-53 (1×),,,50.6394,9.0003,,,,,,,,,
4066,Windpark Atzenhain,2010,,,Enercon E-115 (2×),,,50.6394,9.0003,,,,,,,,,
4067,Windpark Atzenhain,2016,,,,,,50.6394,9.0003,,,,,,,,,
4068,Windpark Auf der Platte,1994,16.1,7,Enercon E-82 E2 (7×),Ober-Seibertenrod,VB,50.5911,9.1725,"HessenEnergie, EG Vogelsberg","erster kommunaler Windpark Deutschlands (1996–2011), Repowering 2013 (7× Enercon E-82 E2 statt 8× Micon M 700-225 und 5× Micon M 1500-500)",,,,,,,
4069,Windpark Auf der Platte,1996,,,,,,50.5911,9.1725,,,,,,,,,
4070,Windpark Auf der Platte,2013,,,,,,50.5911,9.1725,,,,,,,,,
4071,Windpark Bad Camberg,2006,8.9,5,Vestas V52-850kW (2×),Bad Camberg,LM,50.2742,8.2392,"Glotter, Altus, Ventur",errichtet beiderseits der A 3,,,,,,,
4072,Windpark Bad Camberg,2016,,,Nordex N117/2400 (3×),,,50.2742,8.2392,,,,,,,,,
4073,Windpark Betzenrod,1995,2.25,3,AN Bonus 450/37 (1×),Betzenrod,VB,50.5208,9.1206,"Windkraft Betzenrod, Betzenröder Windenergie",,,,,,,,
4074,Windpark Betzenrod,1998,,,Fuhrländer FL 800/48 (1×),,,50.5208,9.1206,,,,,,,,,
4075,Windpark Betzenrod,,,,Nordex N54/1000 (1×),,,50.5208,9.1206,,,,,,,,,
4076,Windpark Billertshausen-Zell,1998,11.6,12,AN Bonus 600/44 (1×),Billertshausen,VB,50.7406,9.2078,HessenEnergie,,,,,,,,
4077,Windpark Billertshausen-Zell,2001,,,AN Bonus 1000/54 (1×),Zell,,50.7406,9.2078,,,,,,,,,
4078,Windpark Billertshausen-Zell,2002,,,DeWind D6 62/1000 (10×),,,50.7406,9.2078,,,,,,,,,
4079,Windpark Billertshausen-Zell,2003,,,,,,50.7406,9.2078,,,,,,,,,
4080,Windpark Binselberg,1999,6,4,Fuhrländer FL 1000/54 (2×),Groß-Umstadt,DA,49.8725,8.9728,"Entega, Windpark Binselberg",,,,,,,,
4081,Windpark Binselberg,2010,,,Enercon E-82 (2×),Raibach,,49.8725,8.9728,,,,,,,,,
4082,Windpark Binselberg,2011,,,,,,49.8725,8.9728,,,,,,,,,
4083,Windpark Blaues Eck,2014,21.35,7,Enercon E-101 (7×),Freiensteinau,VB,50.4408,9.4181,Luftstrom,,,,,,,,
4084,Windpark Bleidenrod,2004,7.2,4,Enercon E-66/18.70 (4×),Bleidenrod,VB,50.6742,9.0044,Hurrikan Power,,,,,,,,
4085,Windpark Blessenbach-Laubuseschbach,2002,10.5,6,Fuhrländer FL MD70 (3×),Blessenbach,LM,50.3925,8.3072,"PNE Wind, Wotan",,,,,,,,
4086,Windpark Blessenbach-Laubuseschbach,2003,,,Vestas V90-2.0MW (3×),Laubuseschbach,,50.3925,8.3072,,,,,,,,,
4087,Windpark Blessenbach-Laubuseschbach,2011,,,,,,50.3925,8.3072,,,,,,,,,
4088,Windpark Bottenhorn-Rachelhausen (incl. Windpark Hilsberg),2014,25.05,9,Enercon E-53 (1×),Bottenhorn,MR,50.7925,8.5064,"Gemeinde Bad Endbach, Lahn-Dill-Bergland-Therme, MeusAir Energy",,,,,,,,
4089,Windpark Bottenhorn-Rachelhausen (incl. Windpark Hilsberg),2015,,,Enercon E-101 (5×),Rachelhausen,,50.7925,8.5064,,,,,,,,,
4090,Windpark Bottenhorn-Rachelhausen (incl. Windpark Hilsberg),2017,,,Enercon E-115 (3×),,,50.7925,8.5064,,,,,,,,,
4091,Windpark Brachttal-Spielberg-Streitberg,2017,10.35,3,Vestas V126-3.45MW (3×),Spielberg,MKK,50.3056,9.2408,Renertec,,,,,,,,
4092,Windpark Brachttal-Streitberg,2002,9,6,GE Wind Energy 1.5sl (2×),Streitberg,MKK,50325,9.2514,"Theolia, Renertec",,,,,,,,
4093,Windpark Brachttal-Streitberg,2006,,,Fuhrländer FL MD77 (4×),,,50325,9.2514,,,,,,,,,
4094,Windpark Brauerschwend-Lauterbach,2007,23.7,8,Fuhrländer FL MD77 (2×),Brauerschwend,VB,50.6875,9.3528,HessenEnergie,Erweiterung in Bau (6× Vestas V126-3.45MW),,,,,,,
4095,Windpark Brauerschwend-Lauterbach,2022,,,Vestas V126-3.45MW (6×),Lauterbach,,50.6875,9.3528,,,,,,,,,
4096,Windpark Breuna,1996,2.5,5,Enercon E-40/5.40 (5×),Wettesingen,KS,51.4369,9.1722,wpd,Repowering geplant (2× Enercon E138 EP3 E3 & 2× Enercon E160 EP5 E3 statt 5× Enercon E-40/5.40),,,,,,,
4097,Windpark Breuna,1998,,,,,,51.4369,9.1722,,,,,,,,,
4098,Windpark Bromskirchen,1996,2.5,5,Enercon E-40/5.40 (5×),Bromskirchen,KB,51.0897,8.5244,wpd,,,,,,,,
4099,Windpark Bromskirchen,1997,,,,,,51.0897,8.5244,,,,,,,,,
4100,Windpark Buchenau-West,2016,41.25,13,Vestas V126-3.45MW (5×),Buchenau,FD,50.7706,9.7364,ABO Wind,,,,,,,,
4101,Windpark Buchenau-West,2018,,,Enercon E-115 (8×),,,50.7706,9.7364,,,,,,,,,
4102,Windpark Buchonia,2015,28.8,9,Senvion 3.2M114 (9×),Vollmerz,MKK,50.3369,9.6372,"Buchonia Wind, SynEnergie",,,,,,,,
4103,Windpark Buchonia,2016,,,,Sterbfritz,,50.3369,9.6372,,,,,,,,,
4104,Windpark Buhlenberg,2020,8.25,3,GE Wind Energy 2.75-120 (3×),Weilmünster,LM,50.4539,8.4136,Windwärts,,,,,,,,
4105,Windpark Buhlenberg,2021,,,,,,50.4539,8.4136,,,,,,,,,
4106,Windpark Burg-Gemünden,2001,3.9,3,Nordex N62/1300 (3×),Burg-Gemünden,VB,50.6719,9.0533,ABO Wind,,,,,,,,
4107,Windpark Burgwald,1996,9.8,7,Tacke TW 600 (3×),Ernsthausen,KB,50.9756,8.7094,"Wotan, Stadtwerke Energie Jena-Pößneck, Erlanger Stadtwerke",eine weitere Tacke TW 600 2011 nach Schaltschrankbrand abgebaut,6616978.7796,,,,,,
4108,Windpark Burgwald,2011,,,Vestas V90-2.0MW (4×),,,50.9756,8.7094,,Erweiterung geplant (5 Anlagen),,,,,,,
4109,Windpark Crainfeld,1995,2.4,4,Micon M 1500-600 (4×),Crainfeld,VB,50.4719,9.3533,Ventus,,,,,,,,
4110,Windpark Die Gleiche,2016,18,6,Enercon E-115 (6×),Schrecksbach,HR,50.8067,9.3186,EAM Natur,,,,,,,,
4111,Windpark Die Gleiche,2017,,,,Immichenhain,,50.8067,9.3186,,,,,,,,,
4112,Windpark Dörnholzhausen,1997,2.2,4,Enercon E-40/5.40 (2×),Dörnholzhausen,KB,51.0428,8.8744,Dörnholzhausen Wind,,,,,,,,
4113,Windpark Dörnholzhausen,,,,Nordex N43/600 (2×),Haubern,,51.0428,8.8744,,,,,,,,,
4114,Windpark Driedorf-Mademühlen,1987,6.1,4,Enercon E-40/5.40 (1×),Mademühlen,LDK,50.6094,8.1522,"Oelke, Raimund Würz, Erhard u. Ulrich Theis","Repowering 2011 (2× Enercon E-82 E2 statt 2× Enercon E-40/5.40 und 1× Enercon E-33), früher noch 1× Enercon E-16 (erste Windkraftanlage in Hessen)",,,,,,,
4115,Windpark Driedorf-Mademühlen,1992,,,Nordex N54/1000 (1×),,,50.6094,8.1522,,,,,,,,,
4116,Windpark Driedorf-Mademühlen,1996,,,Enercon E-82 E2 (2×),,,50.6094,8.1522,,,,,,,,,
4117,Windpark Driedorf-Mademühlen,1998,,,,,,50.6094,8.1522,,,,,,,,,
4118,Windpark Driedorf-Mademühlen,2011,,,,,,50.6094,8.1522,,,,,,,,,
4119,Windpark Eberschütz,1997,21.45,21,Micon 1800-600 (6×),Eberschütz,KS,51.5511,9.3264,"HessenEnergie, We.on, Windstrom",Repowering 2020 (3× Vestas V126-3.45MW statt 2× Vestas V44-600kW),,,,,,,
4120,Windpark Eberschütz,1998,,,Vestas V44-600kW (7×),Lamerden,,51.5511,9.3264,,Repowering Geplant 3×Nordex N149/4500 statt 2× Vestas V44 und 2×Vestas V47,,,,,,,
4121,Windpark Eberschütz,1999,,,Vestas V47-660kW (5×),Sielen,,51.5511,9.3264,,,,,,,,,
4122,Windpark Eberschütz,2000,,,Vestas V126-3.45MW (3×),,,51.5511,9.3264,,,,,,,,,
4123,Windpark Eberschütz,2020,,,,,,51.5511,9.3264,,,,,,,,,
4124,Windpark Ehringen,1998,3.3,5,Vestas V47-660kW (5×),Ehringen,KB,51.3561,9.1514,Windfang,Repowering geplant (4× Enercon E-160 EP5 E2 statt 5× Vestas V47-660kW),,,,,,,
4125,Windpark Elbenrod,2016,26.4,8,Vestas V126-3.3MW (8×),Elbenrod,VB,50.7894,9.3531,Eurowind,,,,,,,,
4126,Windpark Ellerode,2018,15.25,5,Enercon E-101 (5×),Berlepsch-Ellerode-Hübenthal,ESW,51.4,9.8069,,errichtet an der A 7,,,,,,,
4127,Windpark Elzer Berg,2016,14.4,6,Nordex N117/2400 (6×),Elz,LM,50.4061,7.9875,ENERTRAG,errichtet beiderseits der A 3,,,,,,,
4128,Windpark Erbach,2017,12,4,Enercon E-115 (4×),Erbach,LM,50.3281,8.3261,,,,,,,,,
4129,Windpark Erbach,2018,,,,,,50.3281,8.3261,,,,,,,,,
4130,Windpark Erbstadt,2002,2.8,4,DeWind D4 48/600 (3×),Erbstadt,MKK,50.2689,8.8756,red project,,,,,,,,
4131,Windpark Erbstadt,,,,DeWind D6 62/1000 (1×),,,50.2689,8.8756,,,,,,,,,
4132,Windpark Erksdorf-Speckswinkel,2003,30.6,19,Enercon E-40/6.44 (1×),Erksdorf,MR,50.8567,9.0689,"HessenEnergie, Rudewig Windpower, Entega, Renertec",Erweiterung geplant (5× GE Wind Energy 4.8-158),,,,,,,
4133,Windpark Erksdorf-Speckswinkel,2005,,,DeWind D6 62/1000 (3×),Speckswinkel,,50.8567,9.0689,,,,,,,,,
4134,Windpark Erksdorf-Speckswinkel,2007,,,Enercon E-53 (5×),,,50.8567,9.0689,,,,,,,,,
4135,Windpark Erksdorf-Speckswinkel,2010,,,Enercon E-82 E2 (10×),,,50.8567,9.0689,,,,,,,,,
4136,Windpark Erksdorf-Speckswinkel,2012,,,,,,50.8567,9.0689,,,,,,,,,
4137,Windpark Ersen,1997,7.3,5,Micon M 1800-600 (3×),Ersen,KS,51455,9.2353,,"Erweiterung geplant (1× Enercon E-82 E2, 1× Nordex N149/5700 & 2× GE Wind Energy 5.5-158); Repowering geplant (1× GE Wind Energy 5.5-158 statt 1× Micon M 1800-600)",,,,,,,
4138,Windpark Ersen,2017,,,GE Wind Energy 2.75-120 (2×),,,51455,9.2353,,,,,,,,,
4139,Windpark Ersen,2022,,,,,,51455,9.2353,,,,,,,,,
4140,Windpark Escheberg,2017,31.5,9,Nordex N117/2400 (6×),Escheberg,KS,51.39,9.2261,Innovent,errichtet an der A 44,6690572.3198,,,,,,
4141,Windpark Escheberg,2018,,,Nordex N149/5700 (3×),Oberelsungen,,51.39,9.2261,,,,,,,,,
4142,Windpark Escheberg,2023,,,,,,51.39,9.2261,,,,,,,,,
4143,Windpark Eschenburg,1997,2.4,3,Fuhrländer FL 800/48 (2×),Hirzenhain,LDK,50.7908,8.3919,Bürgerwindpark Eschenburg,,,,,,,,
4144,Windpark Eschenburg,,,,Fuhrländer FL 800/53 (1×),Lixfeld,MR,50.7908,8.3919,,,,,,,,,
4145,Windpark Fauerbach,2002,2.4,4,DeWind D4 48/600 (4×),Fauerbach,FB,50.4047,9.0506,red project,,,,,,,,
4146,Windpark Feldatal,1994,41.5,19,Enercon E-40/5.40 (2×),Ober-Ohmen,VB,50.6239,9.1536,"Renertec, Ohmwind",Repowering 2012 (2× Enercon E-82 E2 statt 3× Tacke TW 600),,,,,,,
4147,Windpark Feldatal,1999,,,Enercon E-82 E2 (15×),Zeilbach,,50.6239,9.1536,,,,,,,,,
4148,Windpark Feldatal,2012,,,Enercon E-115 (2×),,,50.6239,9.1536,,,,,,,,,
4149,Windpark Feldatal,2015,,,,,,50.6239,9.1536,,,,,,,,,
4150,Windpark Felgenwald,2018,11.1,3,Vestas V136-3.45MW (2×),Vielbrunn,ERB,49.6894,9.0867,whs Enertec,Erweiterung in Bau,,,,,,,
4151,Windpark Felgenwald,2023,,,Vestas V150-4.2MW (1×),,,49.6894,9.0867,,,,,,,,,
4152,Windpark Felsberg,2017,18,6,Nordex N131/3000 (6×),Felsberg,HR,51.11,9.4939,Vortex Energy,errichtet an der A 7,,,,,,,
4153,Windpark Flechtdorf-Helmscheid,2004,32.9,18,NEG Micon NM 60/1000 (2×),Flechtdorf,KB,51.3206,8.8525,"ABO Wind, HessenEnergie",Repowering 2012 (2× Vestas V90-2.0MW statt 6× Micon M 700-225),,,,,,,
4154,Windpark Flechtdorf-Helmscheid,2006,,,Nordex S77 (6×),Helmscheid,,51.3206,8.8525,,,,,,,,,
4155,Windpark Flechtdorf-Helmscheid,2009,,,Nordex N90/2300 (6×),,,51.3206,8.8525,,,,,,,,,
4156,Windpark Flechtdorf-Helmscheid,2010,,,REpower MM92 (2×),,,51.3206,8.8525,,,,,,,,,
4157,Windpark Flechtdorf-Helmscheid,2011,,,Vestas V90-2.0MW (2×),,,51.3206,8.8525,,,,,,,,,
4158,Windpark Flechtdorf-Helmscheid,2012,,,,,,51.3206,8.8525,,,,,,,,,
4159,Windpark Fleschenbach-Neustall,2009,21.45,10,Vestas V90-2.0MW (9×),Fleschenbach,VB,50.3892,9.3936,Luftstrom,,,,,,,,
4160,Windpark Fleschenbach-Neustall,2022,,,Vestas V136-3.45MW (1×),Neustall,MKK,50.3892,9.3936,,,,,,,,,
4161,Windpark Flörsbachtal-Roßkopf,2020,16.5,6,GE Wind Energy 2.75-120 (6×),Flörsbachtal,MKK,50.1533,9.5039,Naturenergie Main-Kinzig,,,,,,,,
4162,Windpark Flörsbachtal-Roßkopf,,,,,Jossgrund,,50.1533,9.5039,,,,,,,,,
4163,Windpark Freiensteinau,1997,12.2,4,Enercon E-101 (4×),Freiensteinau,VB,50.4417,9.3919,LuV Windenergie,Repowering 2013–2014 (4× Enercon E-101 statt 3× AN Bonus 600/44 und 1× Enercon E-40/6.44),,,,,,,
4164,Windpark Freiensteinau,1999,,,,,,50.4417,9.3919,,,,,,,,,
4165,Windpark Freiensteinau,2013,,,,,,50.4417,9.3919,,,,,,,,,
4166,Windpark Freiensteinau,2014,,,,,,50.4417,9.3919,,,,,,,,,
4167,Windpark Friedberg,2011,6,3,Vestas V90-2.0MW (3×),Bruchenbrücken,FB,50.3014,8.7694,"ABO Wind, EnBW",,,,,,,,
4168,Windpark Friedberg,,,,,Ober-Wöllstadt,,50.3014,8.7694,,,,,,,,,
4169,Windpark Friedewald,2003,7.4,4,Enercon E-58 (1×),Friedewald,HEF,50.8908,9.8517,"BadenWind, Rudewig Windpower, Windenergie Friedewald",errichtet an der A 4,,,,,,,
4170,Windpark Friedewald,2004,,,Enercon E-66/18.70 (1×),Ronshausen,,50.8908,9.8517,,,,,,,,,
4171,Windpark Friedewald,2013,,,Enercon E-82 E2 (2×),,,50.8908,9.8517,,,,,,,,,
4172,Windpark Frischborn,1997,1.8,3,Enercon E-40/6.44 (3×),Frischborn,VB,50.6175,9.3522,MART energy,"erster Windpark (3× Enercon E-66/15.66, 1997) wegen Planungsfehlern 1999 wieder zurückgebaut, Wiederaufbau bei Oederquart (Nds.)",,,,,,,
4173,Windpark Frischborn,2005,,,,,,50.6175,9.3522,,,,,,,,,
4174,Windpark Frohnhausen,2013,14.4,6,Nordex N117/2400 (6×),Frohnhausen,LDK,50.7892,8.2742,HH Gruppe,,,,,,,,
4175,Windpark Gaishecke,2022,34.5,10,Vestas V126-3.45MW (10×),Friedewald,HEF,50.9228,9.9222,Bürgerwind Gaishecke,in Bau,,,,,,,
4176,Windpark Gaishecke,,,,,Heringen (Werra),,50.9228,9.9222,,errichtet an der A 4,,,,,,,
4177,Windpark Galgenberg,2010,12.1,5,Enercon E-82 (3×),Kilianstädten,MKK,50.1853,8.8581,"DIF Renewable Energy, Kreiswerke Main-Kinzig",,,,,,,,
4178,Windpark Galgenberg,2013,,,Enercon E-101 (2×),,,50.1853,8.8581,,,,,,,,,
4179,Windpark Gedern-Kefenrod,2014,22.6,8,Enercon E-92 (4×),Kefenrod,FB,50.3706,9.2139,"HessenEnergie, ovag",,,,,,,,
4180,Windpark Gedern-Kefenrod,2016,,,Vestas V126-3.3MW (4×),Wenings,,50.3706,9.2139,,,,,,,,,
4181,Windpark Geisberg,2013,12,5,Nordex N117/2400 (5×),Unter-Mossau,ERB,49.6353,8.9431,"Windpark Geisberg, Stadtwerke Viernheim, Stadtwerke Bad Vilbel, 3P Energieplan",,,,,,,,
4182,Windpark Geisberg,,,,,Günterfürst,,49.6353,8.9431,,,,,,,,,
4183,Windpark Gelber Berg,2009,8,4,Enercon E-82 (4×),Kilianstädten,MKK,50.2039,8.8719,DIF Renewable Energy,,,,,,,,
4184,Windpark Gelber Berg,2010,,,,,,50.2039,8.8719,,,,,,,,,
4185,Windpark Gembeck,1995,2.5,5,Enercon E-40/5.40 (5×),Gembeck,KB,51.3558,8.8914,Windpark Gembeck,,,,,,,,
4186,Windpark Gemünden,2017,16.8,7,Nordex N117/2400 (7×),Gemünden,KB,50.9586,9.0089,"ENOVA, Ventur",,,,,,,,
4187,Windpark Gemünden,,,,,Schiffelbach,,50.9586,9.0089,,,,,,,,,
4188,Windpark Gethsemane,2001,7.2,4,Enercon E-66/18.70 (4×),Gethsemane,HEF,50.8539,9.9344,RWE Innogy,,,,,,,,
4189,Windpark Gilserberg,1999,6.9,3,Enercon E-82 E2 (3×),Gilserberg,HR,50.9383,9.0503,"Windkraft Gilserberg, LUV Windenergie",Repowering 2014 (3× Enercon E-82 E2 statt 3× Enercon E-40/5.40 und 1× Enercon E-40/6.44),,,,,,,
4190,Windpark Gilserberg,2000,,,,,,50.9383,9.0503,,,,,,,,,
4191,Windpark Gilserberg,2014,,,,,,50.9383,9.0503,,,,,,,,,
4192,Windpark Gilserberg-Appenhain,1998,9.65,4,Enercon E-40/5.40 (1×),Appenhain,HR,50.9253,9.0728,LUV Windenergie,Repowering 2014 (3× Enercon E-101 statt 2× Enercon E-40/5.40 und 1× Enercon E-40/6.44),,,,,,,
4193,Windpark Gilserberg-Appenhain,2001,,,Enercon E-101 (3×),Itzenhain,,50.9253,9.0728,,,,,,,,,
4194,Windpark Gilserberg-Appenhain,2014,,,,,,50.9253,9.0728,,,,,,,,,
4195,Windpark Gilserberg-Sebbeterode,1997,5.5,4,Nordex N43/600 (2×),Sebbeterode,HR,50.9525,9.0761,"Windenergie Sebbeterode, Gilserberg",,,,,,,,
4196,Windpark Gilserberg-Sebbeterode,2006,,,Enercon E-70 (1×),,,50.9525,9.0761,,,,,,,,,
4197,Windpark Gilserberg-Sebbeterode,2015,,,Enercon E-82 E2 (1×),,,50.9525,9.0761,,,,,,,,,
4198,Windpark Goldner Steinrück,1996,49.65,39,Micon M 1500-500 (5×),Dirlammen,VB,50.5992,9.2475,"HessenEnergie, Stadtwerke Ulrichstein, Bürgerwind Ulrichstein, Energiekontor, Cerventus, BMO Windenergie, juwi","größter und leistungsstärkster Windpark in Hessen,",,,,,,,
4199,Windpark Goldner Steinrück,1997,,,Wind World W4200/600 (5×),Engelrod,,50.5992,9.2475,,"eine weitere Micon M 1500-500 bereits abgebaut, 3× Wind World W4200/600 2020 stillgelegt,",,,,,,,
4200,Windpark Goldner Steinrück,2000,,,Enercon E-40/5.40 (5×),Helpershain,,50.5992,9.2475,,"Repowering geplant (5× Vestas V150-5.6MW statt 5× Wind World W4200/600, 5× Micon M 1500-500 und 5× Enercon E-40/5.40)",,,,,,,
4201,Windpark Goldner Steinrück,2001,,,DeWind D6 62/1000 (1×),Meiches,,50.5992,9.2475,,,,,,,,,
4202,Windpark Goldner Steinrück,2003,,,Nordex N62/1300 (1×),,,50.5992,9.2475,,,,,,,,,
4203,Windpark Goldner Steinrück,2011,,,AN Bonus 1300/62 (12×),,,50.5992,9.2475,,,,,,,,,
4204,Windpark Goldner Steinrück,2012,,,Enercon E-82 E2 (9×),,,50.5992,9.2475,,,,,,,,,
4205,Windpark Goldner Steinrück,2013,,,Enercon E-101 (1×),,,50.5992,9.2475,,,,,,,,,
4206,Windpark Grävenwiesbach (WP Siegfriedeiche),2020,16.5,6,GE Wind Energy 2.75-120 (6×),Grävenwiesbach,HG,50.4097,8.4625,Windenergieprojekt Siegfriedeiche,,,,,,,,
4207,Windpark Grebenau-Berngerode,2014,51.45,19,GE Wind Energy 2.5-120 (12×),Breitenbach,HEF,50.7369,9.5336,"ABO Wind, Mainova, WPE, Talanx",,,,,,,,
4208,Windpark Grebenau-Berngerode,2015,,,GE Wind Energy 2.75-120 (3×),Grebenau,VB,50.7369,9.5336,,,,,,,,,
4209,Windpark Grebenau-Berngerode,2017,,,Nordex N131/3300 (4×),Ober-Wegfurth,,50.7369,9.5336,,,,,,,,,
4210,Windpark Grebenau-Berngerode,2018,,,,Rimbach,,50.7369,9.5336,,,,,,,,,
4211,Windpark Greiner Eck,2017,15,5,Enercon E-115 (5×),Grein,HP,49.4547,8.8378,Windpark Greiner Eck GmbH & Co. KG,Fünfte Anlage als Bürgerwindrad der Energiegenossenschaft Starkenburg eG,,,,,,,
4212,Windpark Greiner Eck,,,,,Langenthal,,49.4547,8.8378,,,,,,,,,
4213,Windpark Greiner Eck,,,,,Hirschhorn,,49.4547,8.8378,,,,,,,,,
4214,Windpark Grimelsheim,1998,6,4,Fuhrländer FL MD77 (4×),Grimelsheim,KS,51.4697,9.2231,Windpark Grimelsheim,Repowering 2009 (4× Fuhrländer FL MD77 statt 3× Südwind S46),,,,,,,
4215,Windpark Grimelsheim,2009,,,,,,51.4697,9.2231,,,,,,,,,
4216,Windpark Grünberg,2017,8.25,3,GE Wind Energy 2.75-120 (3×),Grünberg,GI,50.5944,9.0003,,,,,,,,,
4217,Windpark Günterod-Oberweidbach,2016,12,4,Enercon E-115 (4×),Günterod,LDK,50.7367,8.4403,Windpark Lahn Dill Bergland Mitte GmbH,,,,,,,,
4218,Windpark Günterod-Oberweidbach,,,,,Oberweidbach,MR,50.7367,8.4403,,,,,,,,,
4219,Windpark Günterod-Siegbach,2016,9,3,Enercon E-115 (3×),Günterod,LDK,50.7386,8.4447,EAM Natur,,,,,,,,
4220,Windpark Günterod-Siegbach,,,,,Eisemroth,MR,50.7386,8.4447,,,,,,,,,
4221,Windpark Haiger,2013,18,7,Siemens SWT-2.3-113 (6×),Haiger,LDK,50.7764,8.15,"Entega, EG Haiger",errichtet an der A 45,,,,,,,
4222,Windpark Haiger,2023,,,Enercon E-138 EP3 E2 (1×),,,50.7764,8.15,,Erweiterung in Bau,,,,,,,
4223,Windpark Haiger-Dillbrecht,2015,9,3,Vestas V112-3.0MW (3×),Dillbrecht,LDK,50.8228,8.1819,"juwi, AVIA WP Haiger-Dillbrecht",,,,,,,,
4224,Windpark Hainhaus,2005,26.5,10,Vestas V82-1.5MW (2×),Breitenbrunn,ERB,49.7394,9.1025,"whs ENERTEC, Windpark Hainhaus",Errichtet auf ehem. Munitionsdepot,,,,,,,
4225,Windpark Hainhaus,2009,,,Vestas V90-2.0MW (2×),Haingrund,,49.7394,9.1025,,Erweiterung in Planung (2× Vestas V162-5.6MW),,,,,,,
4226,Windpark Hainhaus,2012,,,Vestas V112-3.0MW (4×),Kimbach,,49.7394,9.1025,,,,,,,,,
4227,Windpark Hainhaus,2013,,,Vestas V126-3.3MW (1×),Vielbrunn,,49.7394,9.1025,,,,,,,,,
4228,Windpark Hainhaus,2014,,,Vestas V150-4.2MW (1×),,,49.7394,9.1025,,,,,,,,,
4229,Windpark Hainhaus,2015,,,,,,49.7394,9.1025,,,,,,,,,
4230,Windpark Hainhaus,2022-2023,,,,,,49.7394,9.1025,,,,,,,,,
4231,Windpark Hassenhausen,2017,30,7,Nordex N131/3000 (4×),Hassenhausen,MR,50.7014,8.7542,Abicon,,,,,,,,
4232,Windpark Hassenhausen,,,,Vestas V162-6.0MW (3×),Staufenberg,GI,50.7014,8.7542,,,,,,,,,
4233,Windpark Hattenbach,2013,8.2,4,REpower MM92 (4×),Hattenbach,HEF,50.8031,9.5372,"RENPRO, WP Am Scheibelberg",errichtet entlang der A 7 östlich vom Hattenbacher Dreieck,,,,,,,
4234,Windpark Haueda,1998,3.1,6,Enercon E-40/5.40 (5×),Haueda,KS,51.4919,9.2547,Hauedaer Windpark,benachbarter Windpark in der Gemarkung Dasburg (NRW),,,,,,,
4235,Windpark Haueda,2001,,,Enercon E-40/6.44 (1×),,,51.4919,9.2547,,,,,,,,,
4236,Windpark Haunetal-Wehrda,2021,16.8,4,Vestas V150-4.2MW (4×),Haunetal,HEF,50.7208,9.6547,Juwi,errichtet an der A 7,,,,,,,
4237,Windpark Hausfirste,2016,51,15,Enercon E-115 (10×),Gutsbezirk Kaufunger Wald,ESW,51.2919,9.7672,Entega,,,,,,,,
4238,Windpark Hausfirste,2017,,,Enercon E-138 EP3 E2 (5×),,,51.2919,9.7672,,,,,,,,,
